Ensembl_ID	TCGA-L5-A4OI-01A	TCGA-L7-A6VZ-01A	TCGA-JY-A93D-01A	TCGA-VR-A8EX-01A	TCGA-L5-A8NF-01A	TCGA-L5-A8NH-01A	TCGA-L5-A4OT-01A	TCGA-2H-A9GO-01A	TCGA-VR-A8EU-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A5U5-01A	TCGA-L5-A4OO-01A
DHRS4	2.675046844	2.615270372	1.705786837	2.34776725	1.490816353	2.070918849	1.434829828	2.377929446	2.576020317	4.272435174	2.559461309	1.83642108
DHRS4L2	2.424166203	2.496897007	1.364327804	2.454802411	1.380876262	2.020381996	1.433546607	2.603202075	2.284790663	4.295863175	2.127052751	1.857296267
DHRS7	4.276786625	3.430790572	3.408050242	2.771445731	3.128779125	3.190401271	3.565104529	2.395636186	4.451366677	3.095219883	4.141918381	4.302301062
DHRS7B	2.383652582	2.559524673	1.634330472	2.335940669	2.381386559	2.071009953	1.321433371	2.461458625	1.388455652	1.992039571	3.341026782	1.861085965
DHRS9	1.036831556	2.254932392	0.492209418	3.762458843	0.116257207	2.29645542	0.374816335	0.040193281	2.40694771	0.368163393	1.127533324	1.374906478
DHRSX	0	0	0	0	0	0	0	0	0	0	0	0
DHRSX	1.848164492	1.718731735	2.59529001	1.931629866	2.199903162	1.762659691	2.005556347	2.451861213	1.612383013	1.861614827	2.982918768	3.030553684
DHTKD1	3.045461423	3.113192183	3.061247408	2.966267418	3.788926049	3.67512207	2.731379353	3.749678252	3.671669309	2.729727639	2.689801785	2.654431244
DHX15	4.82496961	4.516170126	4.590322684	4.294254219	4.888036566	4.792423615	4.602426203	4.671480957	3.831091169	3.760593574	4.602492843	4.545786095
DHX16	3.818448763	4.605213438	3.70612101	3.506969772	3.932917526	3.99889868	3.603517896	3.638911456	3.558340869	3.176100995	3.720146312	3.50435879
DHX29	3.331242846	3.263418619	3.471313651	3.202844967	3.42339065	3.017282993	3.476412774	2.830764477	2.948995822	3.242596977	3.092038491	2.769765464
DHX30	4.110897785	4.177021129	3.514761073	3.544087466	3.533329581	3.99774169	3.654332421	3.147854854	3.15012489	3.616316939	3.030969398	3.590178724
DHX32	3.490631874	3.666132137	3.343648845	3.165530688	3.665193712	3.702337302	3.336805718	3.524100676	3.499374041	3.657340592	3.857231416	3.47153729
DHX33	2.93653566	2.820962021	2.473364332	2.775076087	2.476306309	3.941615937	2.269842061	3.048757373	1.722684814	2.599226771	3.288008041	2.106110818
DHX34	2.938775405	4.24772283	3.282923022	3.967110479	3.288379405	3.673149562	2.896810432	3.420751692	3.127321428	3.088823841	2.94249974	3.628802994
DHX35	2.267708853	2.492820983	2.464780143	2.693500811	3.270228656	3.149539404	2.58092158	2.524555823	1.612474768	2.902902417	2.003633597	2.629055762
DHX36	1.622508789	2.716303243	3.05834834	2.824527975	3.025344508	2.773439034	3.069425602	2.763626374	3.305364486	2.367980015	3.967038299	2.968765819
DHX37	2.464624506	3.450292806	2.675713843	2.634802241	2.461826892	2.919913371	3.003056332	2.593053377	2.929356216	3.211649468	2.898653859	2.200681142
DHX38	3.364253895	2.988285018	3.268705117	3.247038535	3.657848533	3.794826849	2.58051223	2.680565814	3.675195729	2.988748658	3.238625699	3.510360466
DHX40	2.942971302	3.623663571	3.440213312	2.201443907	2.843759978	3.40290689	3.495245569	3.260080355	3.001431967	3.301836727	3.687275707	3.304857119
DHX57	2.162775284	2.256739124	2.266693985	1.991625584	1.595482915	2.257314889	2.079237806	2.06802337	2.392154894	2.091466991	1.945225335	1.842185371
DHX58	3.00951463	2.32961465	2.847864687	2.268095258	2.062067917	2.523247716	1.941277905	1.416509523	3.194105988	1.823501148	2.179585062	2.987964714
DHX8	3.591571508	3.333628322	3.3738693	3.432243848	3.087748067	3.827393121	3.491738848	3.132167584	3.577262724	2.921914182	3.145104388	3.149491891
DHX9	5.473058637	5.47048473	5.493260516	5.310733244	5.245058619	5.816212817	5.386813631	5.195092349	5.339640391	5.164457241	5.58829669	4.688970616
DIABLO	1.111990705	1.344887392	0.817232975	0.918621729	0.947609995	1.033245065	0.997000651	1.206607754	0.928851736	1.313707304	1.401598678	0.813315952
DIAPH1	5.653149266	5.696163649	5.161788217	5.080204809	5.708009154	5.094148206	5.3278343	4.902481915	5.758646094	4.005523855	5.403136734	5.050719041
DIAPH2	2.525290175	2.755255148	3.309645512	2.048386234	2.33718735	2.857661531	2.673406641	2.433406619	2.08404628	2.444952015	2.20955546	2.105773746
DIAPH3	1.986422105	1.258387005	1.544332114	1.038477089	1.748415176	1.975648546	2.128215923	2.51984144	1.915718304	1.881014084	1.983890486	0.973222384
DICER1	3.478050594	2.713794799	3.56233584	3.307927004	3.618588685	3.185611845	3.340147167	2.839104859	3.522795265	2.304544502	3.012540376	2.987210745
DIDO1	3.56317411	4.051635878	3.629479804	2.981059013	4.511982741	4.144638431	3.510600864	3.46739061	2.918214204	2.18911908	2.197561671	3.297475494
DIMT1	3.274337581	3.172332799	3.318319502	3.39863908	3.192987778	3.167963594	3.152115701	2.886165335	3.44063788	3.432233922	3.246720511	2.885842629
DIO1	0.173793709	0.074837858	0.208028332	0.088905278	0.535741466	0.177726989	0.221978071	0.100597891	0.159614001	0.040932152	0.046582633	0.118832846
DIO2	1.868247712	1.386217245	4.851619238	3.212515443	1.744858029	2.299326522	4.497436654	1.692467601	1.159871876	3.139691217	2.424956804	4.665674561
DIP2A	2.846838212	1.906166476	2.353361044	1.817637452	1.839007662	2.463515871	1.765169129	1.953846248	2.115990152	1.170411878	1.754579575	2.590894483
DIP2B	3.76444382	3.385956382	3.904492287	3.992463016	3.100550342	3.384165117	3.789820588	2.672437157	4.092134197	4.10132916	3.591512369	2.694210864
DIP2C	1.456315885	1.86321476	2.616367701	1.448529953	2.592346994	2.358566538	2.302186753	2.083935325	1.881370267	1.088188856	0.983488885	2.255197522
DIRAS1	0.146804617	0.03165766	0.861109282	0.736337822	0.18575707	0.040703269	0.829790976	0.623343805	0.293939785	1.153724201	0.359434724	0.72249494
DIRAS3	0.103041493	0.736558822	1.128824214	0.340848932	0.754075994	0.3680745	0.517225327	0.343104219	0.130558214	0.538718664	1.017767558	0.990458869
DIS3	3.413963229	3.391194833	3.040835372	2.545838879	3.800891929	3.648520195	3.203691205	2.882891199	2.419226658	2.20893301	3.308710888	2.744754549
DIS3L	2.555475834	3.123860194	2.767153092	2.754228013	3.169371391	2.578095558	2.198484443	2.176658684	2.107714187	3.125483581	3.056501462	2.707618334
DIS3L2	1.631683867	1.655015317	1.685052869	1.732133826	2.036221769	1.970990934	1.574179257	1.666416814	1.54323725	1.506950691	1.793273867	1.970684289
DISC1	0.089682628	0.259233299	0.889325443	0.474202415	0.297479555	0.463224174	0.558358202	0.214782077	0.26877755	0.72983679	0.466744953	0.623694787
DISP1	1.808584636	1.80722741	2.760725613	1.017308263	1.821563074	2.264661683	2.090436591	1.743751308	0.655720971	1.4269527	1.019571179	1.54498378
DISP2	1.982239932	1.836784096	0.37607638	0.072007267	0.336666985	1.076111102	0.07500424	0.297361885	0.276691455	0.061088765	0.121774664	0.965268717
DIXDC1	2.42796354	1.154902795	2.995026331	0.379008886	1.235075407	1.46819672	2.21202089	0.941085151	1.12723327	0.637557623	0.885808673	1.847594781
DKC1	4.241370601	4.452537983	3.801831778	4.464235444	4.157588102	4.966545251	3.978843747	5.266330738	4.872855979	5.309822996	4.587212322	3.857202017
DKK1	0.041844592	4.0153544	3.028327988	2.058090474	1.720228158	0.204853281	2.630295104	4.863477659	1.646129692	1.605118318	3.701688942	3.638241074
DKK3	2.41788745	2.484368883	4.613945129	3.277730894	2.959841636	2.97268671	4.55272872	2.405993018	4.768785557	4.192449423	2.391164943	4.446683801
DKKL1	0.236025276	0.010866019	0.140777546	0.261305961	0.153651971	0.060269785	0.193252357	0.622769899	0.076995082	0.4715216	0.095372757	0.17084921
DLAT	4.245938673	3.491531135	3.422894041	3.205247956	3.158239536	3.787769261	3.719791152	3.878113042	2.985768809	3.734507717	4.259588668	2.674974344
DLC1	1.03680829	1.277033166	3.61599955	0.453778237	1.443420357	1.900742081	3.403347206	1.305662294	0.742442677	1.388737437	0.697165654	2.314410042
DLD	4.306532059	3.832756468	3.763241252	3.827195658	3.136312398	3.907722204	4.463315084	4.7911023	4.394124225	4.636737514	4.894429257	3.801718081
DLEC1	0.325443242	0.271012943	0.191623305	0.108736377	0.304113689	0.245352386	0.178694299	0.733032031	0.04098543	4.033789249	0.055082422	0.487895238
DLEU7	0.186017821	0.05137788	0.657337645	0.123358809	1.096067128	0.498312604	0.38723276	0.215353855	0.377833161	0.238332443	0.256511377	0.558030629
DLG1	3.254323228	3.473743667	3.655957006	3.396830909	4.070546002	3.322309685	3.80704242	4.40228611	3.672052023	3.883858787	4.137527263	3.373580526
DLG2	0.057070409	0.047733126	0.395737321	0.26915605	0.06242855	0.041862135	0.088757445	0.075067505	0.030789608	0.094584625	0.143686806	0.212965628
DLG3	3.46890753	2.850540019	2.330053568	2.592661828	3.16255121	3.30988082	2.871322992	2.951147617	1.928977436	2.137771953	2.533788137	3.181486572
DLG4	0.646090344	0.614049963	2.055143719	0.426474804	0.585016096	0.870831676	1.563978664	0.833967421	0.860285453	0.844362966	0.494009578	1.550227131
DLG5	3.133327751	3.341348367	3.267144481	3.133290626	3.768722269	3.147840438	2.8769849	2.132380563	3.530992377	2.582514873	3.079177685	3.43279869
DLGAP3	0.052039011	0.115459225	0.313874543	0.595133566	0.194713513	0.170406507	0.170002717	0.64920083	1.414010415	0.922200691	0.198491755	0.523280149
DLGAP4	4.485003389	4.380155568	4.251598254	3.999790225	3.510866123	3.970148859	3.763334347	3.983051802	3.319538441	2.932667781	2.801138877	4.100411367
DLGAP5	2.406560184	3.664937863	2.648869256	2.986806884	2.822621584	2.904846916	3.308731191	3.690722626	3.516460807	3.82515746	4.018251025	2.062009589
DLK2	1.145471204	1.959693397	0.855800358	1.80298099	1.513041077	1.851619265	0.777481053	1.544133674	1.019201467	1.189380497	1.428291354	1.257616631
DLL1	1.158730908	1.15206951	2.65349392	1.875651829	1.873240272	2.530065781	3.621461333	1.838408695	3.220484893	1.584515804	4.783871447	3.316964671
DLL4	1.358365239	2.615061462	3.143486673	0.555039551	1.528846684	3.063358009	3.049790746	1.264104338	1.258802241	1.314236972	1.179943079	2.331111987
DLST	4.86919398	4.386853509	3.946040585	4.200545463	4.372380232	4.50537157	4.177804212	3.64144689	4.111693331	3.662129175	4.313073657	3.996451615
DLX1	0.093005672	0.034454408	0.005362148	0.730827325	0.058201755	0.01954303	0.020513024	0.027605105	0.405933961	0.871751516	0.488338425	0.004824014
DMAP1	2.513616151	2.334608014	2.401694506	2.724378244	2.784379065	2.376981231	2.179470384	1.984813501	2.171389379	2.844720451	2.463091496	2.860264736
DMC1	0.298987728	0.20612168	0.226482302	0.584071429	0.767875615	0.243595797	0.123188115	0.426596312	0.373455284	1.077712343	0.20893363	0.161105244
DMD	0.181890254	0.513540721	1.856245323	0.732978829	0.844134577	0.721237021	1.322649566	1.06667614	0.246862621	0.346518439	0.741555259	0.745664586
DMKN	0.261118952	1.792069607	0.36620064	3.902702845	0.819366241	0.886748747	0.71679576	1.004128675	3.899385739	2.123571181	2.28878176	2.9007324
DMPK	2.152558806	2.784665166	2.717485373	2.79465474	2.593403525	2.383530665	2.310385911	2.950475951	2.478207798	2.264354008	2.66811851	3.941327189
DMTF1	2.691159697	2.956629782	3.182656771	2.307123551	4.311852464	4.1920762	3.296165442	3.272982603	2.649482818	2.44125592	2.553851388	3.235672477
DMTN	4.541623866	2.602185582	2.626209386	2.845116511	3.053390045	1.739046685	3.237285392	3.954981011	2.761372355	4.503490549	1.78302941	3.348704812
DMWD	2.767398956	3.373864894	3.023130027	3.266069711	2.534907314	3.110387035	2.928595522	3.056085977	3.203204145	2.619770472	2.952138343	3.791262877
DMXL1	2.48107472	2.597217807	2.875222	1.894155878	2.854819255	2.152877118	3.147748783	1.095969261	2.116077965	1.275016559	1.522577942	2.649805568
DMXL2	2.645709379	1.959605417	2.637349364	0.846732641	2.973904886	2.476782608	2.343226415	2.219832994	1.308735303	0.981208573	1.2418193	2.118581854
DNA2	1.54966016	1.847405477	1.513244856	1.373356652	1.677358191	2.604418314	1.599500482	2.167520685	1.664217405	2.207554508	1.873574369	1.289342147
DNAAF1	0.076174358	0.030389208	0.080961101	0.173930982	0.10984165	0.220289804	0.109747473	0.025949472	0.036645384	0.101066289	0.06999318	0.693092029
DNAAF2	2.240248226	2.627115431	2.119308633	2.611069246	1.871780699	2.620449942	2.248025302	2.624954606	2.537755942	2.794007751	2.841311082	2.613632259
DNAAF3	1.14670071	1.129283629	0.189258985	0.398873853	0.047049103	0.267663732	0.03390996	0.271147783	0.185797095	0.411589663	0.254314694	1.174506064
DNAAF5	3.675793111	3.582235092	3.076781521	3.369989894	3.165021614	4.202834452	3.45994977	3.999935866	3.724303718	3.413871082	2.928944843	2.720250517
DNAH1	1.710747547	1.497834173	1.565032336	0.884134322	2.264623801	1.2844978	1.136373067	0.488592205	0.404158312	0.650756964	0.627819174	1.749019417
DNAH10	0.608034221	0.287642948	0.122672628	0.044670852	0.03499025	0.050725988	0.087632265	0.092450247	0.041998246	0.026946262	0.093805704	0.150371751
DNAH10OS	0.720082026	0.334333607	0.542498611	0.264787289	0.112958049	0.260464708	0.269222648	0.423308691	0.092494455	0.176708112	0.511906948	0.651644212
DNAH11	0.011661815	0.084155506	0.133576811	0.141608916	0.112699952	0.044278773	0.163841792	0.172865281	0.057809934	0.095105291	0.315203496	0.093007999
DNAH12	0.058758228	0.100827164	0.116487824	0.013727743	0.04104593	0.059709409	0.133068675	0.120220057	0.011558911	0.015616768	0.014843651	0.038085483
DNAH14	0.321605689	0.182911343	0.676867587	0.130709332	0.548662885	0.79221892	0.714315288	0.032403456	0.145012601	0.435971404	0.39921128	0.383701242
DNAH17	0.451824507	0.299929876	0.316255646	0.652425988	0.420153212	0.285703559	0.253096338	0.201396716	2.888310741	1.775757535	0.270353026	0.422025268
DNAH2	1.552286861	0.319704735	0.100165824	0.501452707	0.098515893	0.16174957	0.048489779	0.261589633	0.050515451	0.068718081	0.360572748	0.120896005
DNAH3	0.104146783	0.525374269	0.231201274	0.169712734	0.677229194	0.160260182	0.118679588	0.328527313	0.235802681	0.214955937	0.182887501	0.345888686
DNAH5	0.051650817	0.293095524	0.076610586	0.069735209	0.56562509	0.140313928	0.50454479	0.022501527	0.282532896	0.077255491	0.115475338	0.56138651
DNAH6	0.122836168	0.424881585	0.226813611	0.045722578	0.801697278	0.429564065	0.204212903	0.211213661	0.008524835	0.042825422	0.079069518	0.265512877
DNAH7	0.061270266	0.112797597	0.09791633	0.025533204	0.098394159	0.115045969	0.142389222	0.063108648	0.024179816	0.01766386	0.023451651	0.297630559
DNAJA1	5.557063205	6.390205891	5.729183412	4.897121936	5.018347291	5.639865207	7.134192934	5.265192424	4.693371564	6.526696035	6.124117605	5.124634434
DNAJA2	3.604933875	3.20190835	3.551106082	3.829841397	3.800557811	3.863515216	3.144926625	3.529117858	3.900472692	3.879499118	4.633048168	3.994219689
DNAJA3	3.430332339	2.999938205	2.903142079	3.431284138	3.971830356	3.153161181	2.653110951	3.67861106	3.040914332	3.96724841	3.758118867	3.253092716
DNAJA4	3.782725852	3.800374155	2.58808098	2.895283036	3.393385314	3.392307401	5.627730167	2.273908524	2.528431501	3.578738945	3.103867426	4.001546354
DNAJB1	5.226446184	5.19293591	5.621471636	6.820775022	5.481255388	6.250500134	8.914611178	5.371851344	6.479622028	6.151930044	6.417232503	5.440777754
DNAJB11	3.308348767	3.819435601	3.181686099	3.249961751	4.450833764	3.756784148	4.331817863	4.868336389	4.535416615	4.278156145	4.472083264	3.790891068
DNAJB12	3.077965377	3.600681747	3.143183581	2.847562009	3.424826505	3.47562824	2.964389242	2.804203526	3.19262954	2.966644716	3.4729484	3.158908426
DNAJB14	2.375311344	1.602708439	2.840886079	1.731543278	2.066925305	1.90280287	2.347468765	1.422009022	2.688016628	1.726797996	1.947588301	2.621191353
DNAJB2	2.914681085	3.098038169	2.610438168	2.844463051	3.107683321	2.766580874	2.982273021	3.044688818	2.464011408	2.352796577	2.420984262	3.53134107
DNAJB4	2.074996189	2.137042511	3.400272204	2.146289643	2.027835033	1.702155006	5.499227572	1.612032147	3.369175073	3.48907999	4.926113927	3.199458258
DNAJB5	0.369649441	0.649031394	1.502114608	0.986823861	0.72072265	0.549332019	1.420861425	0.50753947	2.607323437	1.407143455	1.507519689	1.438672716
DNAJB6	3.091366085	2.467073169	2.699355582	3.258889502	1.806880419	2.450652082	3.186954336	2.480926753	3.63751074	2.731577689	3.277640859	2.825185761
DNAJB9	3.306845674	2.739092622	3.940875303	2.598196131	2.906198607	2.696789149	4.501521173	3.149124731	3.136132264	2.620167402	2.855635946	3.816722951
DNAJC1	3.536527273	3.880744874	4.12917685	2.879297406	4.305264572	4.22910257	4.752607248	4.779814107	3.245012513	3.282184173	2.975760902	3.455296678
DNAJC10	2.91899074	2.570396314	3.149092855	2.230627974	3.838140521	2.956459657	3.041684474	2.279036388	2.767917266	2.572654486	3.072468146	3.384441143
DNAJC11	3.702854364	3.142665548	2.549191691	2.639067981	3.379977503	3.303089442	2.349585929	2.755934169	2.823621478	3.014379577	2.842556686	2.564248551
DNAJC12	0.146824646	0.136119709	0.818693371	0.451629576	0.883679619	1.189806556	0.631536744	0.677528005	2.365597866	0.481633816	2.234863923	0.849992748
DNAJC13	3.241012002	3.456554313	3.779966756	3.057770928	3.868834909	3.26344908	3.664802482	3.464586475	3.77469896	2.211577998	2.83617162	3.344678148
DNAJC14	2.333457538	2.929168751	2.516254719	2.302610607	3.252401433	2.517119602	2.442478498	2.140069273	2.310313029	2.213937074	2.754659928	1.855410798
DNAJC15	4.483655653	2.253625283	2.367644999	1.7094486	3.65574038	3.303182819	2.605885954	2.813659317	2.207921202	0.702356057	2.854217694	3.942839301
DNAJC16	2.70933814	2.547808081	2.474580086	2.108936472	2.754012083	2.473407816	2.031785648	2.029783123	2.049458787	1.892738824	2.085583377	2.367746609
DNAJC17	1.496022396	1.710267185	1.175634198	1.483236287	1.439426895	1.369706682	1.075969666	1.135670692	1.598402665	1.14400325	1.242952165	1.498607306
DNAJC18	0.397432645	0.746849213	1.443493171	0.284051027	1.535554826	0.620170106	1.070121271	0.761736628	0.674129579	0.948343946	1.118665325	1.149947159
DNAJC19	2.602559882	2.95737561	2.482796821	3.48975067	3.350388869	2.436883151	2.280349285	4.087978227	3.106383885	5.020541985	3.878670781	2.817807315
DNAJC2	2.461414271	3.617368964	2.823525339	2.96817904	2.982541465	2.979642869	3.764905434	4.421180128	3.664345959	2.899787162	2.705246304	3.01461983
DNAJC21	3.374600164	3.045589295	3.001579767	2.75334827	2.821870386	3.174536048	3.017300384	2.838043496	1.996565233	2.611923898	3.6000091	2.409080386
DNAJC22	3.230233228	3.129483905	2.308632843	0.105758777	3.886992834	2.492266997	2.643269498	3.990219541	0.125201491	0.133666456	1.059723827	1.141387885
DNAJC24	0.977041393	1.097050602	1.276189493	0.535041396	1.327838458	1.30518903	1.645764071	1.218619081	1.212197073	0.746892146	1.971330056	1.24253258
DNAJC25	2.037982414	2.308934514	2.028454882	1.845667579	3.03114291	2.16048863	2.658643012	2.368792405	2.050857918	2.435259688	3.367991565	2.703049405
DNAJC27	1.017556991	0.981220472	1.540967102	1.124297064	1.550540291	1.285989902	1.347840707	1.536310489	0.795578852	1.614559018	1.032276447	0.983761064
DNAJC28	0.364562797	0.36628697	0.367897199	0.241816859	0.274188005	0.334513033	0.21172823	0.433686383	0.287263233	0.179116459	0.52822692	0.834963766
DNAJC3	5.017183067	3.482610106	4.641535173	2.839627252	5.378327577	4.182056221	4.866150112	4.020655065	3.405345979	2.784392363	3.915340476	4.089249285
DNAJC30	2.045609488	2.322031205	2.297788624	2.684469954	2.374227269	2.375344243	2.395345418	2.989090151	2.958574225	3.348539939	2.603530629	2.694796064
DNAJC4	2.973009032	2.793670952	3.16407563	3.85089124	2.940720363	2.44383175	3.041253148	3.182867753	2.66563151	3.70222601	3.769868739	3.309227807
DNAJC5	4.726140094	4.958101147	4.075676446	5.286465276	4.583039542	4.858486171	4.641774825	4.720511221	4.726406898	3.670814699	4.290150809	4.142199956
DNAJC6	0.89986436	0.998186756	0.824831733	0.146525026	1.288198082	0.532414174	1.068534987	0.610180317	0.246339579	0.746798038	0.762452406	0.369949357
DNAJC7	2.66295703	2.786680545	2.727355896	2.955484344	3.140542826	3.223218703	2.941188969	2.783481109	2.983654459	3.054710364	2.56401482	2.623946095
DNAJC8	4.391236527	4.083090996	4.342311239	4.254545169	4.328616076	4.29301989	4.43162758	4.553808634	4.425550658	4.649847615	4.928049162	4.445520511
DNAJC9	2.591452506	2.355959342	2.067254674	2.082902195	2.585561944	2.585429908	1.582822521	2.015010847	2.624619242	2.728077103	2.686454669	1.889871757
DNAL1	1.561268069	1.047361761	1.461032874	0.991167234	1.414901911	1.226505539	1.402013849	1.07113982	1.098899688	0.965036518	1.190706306	1.681103091
DNAL4	2.238864766	1.796066941	1.898538294	2.842096114	2.14883518	1.796005132	1.536721902	2.032320043	1.816131343	2.990151035	2.419625369	2.920502197
DNALI1	0.191626625	2.035085963	1.900860926	0.361574599	0.243954706	0.728923652	0.721715495	1.499816763	0.088015963	0.346165593	0.185542492	0.858710403
DNASE1	1.548504758	0.812553354	1.716140801	1.052875986	3.493023636	0.962282777	1.454820207	1.571023927	0.526145989	0.820582898	1.129815674	1.838602085
DNASE1L1	2.251218253	2.374482079	2.377456896	2.06297314	2.560678463	2.142963527	2.061944085	2.300059234	2.880470561	2.129033685	2.120475736	2.573961221
DNASE1L2	0.993688831	0.462134584	0.334121596	0.280796006	1.020763267	0.341457393	0.669568171	0.873122579	0.093457837	0.24559564	0.079820149	1.492570852
DNASE1L3	0.181482514	0.15351851	0.95810515	1.527769723	0.176823281	1.139980464	0.267511202	0.073615937	0.231249199	0.787417166	0.666096991	0.159235474
DNASE2	4.323054505	4.63826249	4.458620117	4.5131732	4.082766752	3.87641297	4.423404138	4.890329449	4.242180212	4.868913957	4.507715677	4.642874487
DNER	0.005938264	0.112903145	0.077727711	1.083840464	0.029788895	0.105715935	0.197050868	0.131889036	0.988224262	0.931981286	0.589100725	0.06152214
DNHD1	0.667109901	0.685526962	0.913482263	0.498652972	1.95847207	0.90207591	0.69847579	1.035253011	0.440438879	0.19981078	0.691404284	1.005841243
DNM1	1.571956103	0.910572167	2.849863674	1.141804398	0.795628272	1.521207734	2.073452668	0.663438536	1.426310289	1.752055624	3.098015082	3.014228165
DNM1L	4.782674381	4.520409597	4.009826981	3.705264199	4.277882785	3.652719245	3.929177029	4.161162452	4.391094773	3.457962266	4.628754077	3.689166456
DNM2	5.739309289	4.704418612	4.193371379	4.146688714	5.133894119	4.801306424	4.208247467	3.644163379	4.045010692	3.444757318	3.850412544	4.379978958
DNM3	0.092073042	0.212781047	0.826906201	0.243729692	0.677204794	0.773745594	0.441640791	0.287212597	0.126845035	0.229889523	0.329628492	0.525984227
DNMBP	4.166347047	3.892441629	4.092584062	3.067160898	4.804024748	3.749113043	3.761600534	3.474689889	2.985075218	2.025695431	2.735095814	2.731078585
DNMT1	3.683461878	3.60398984	3.619428268	3.557535076	3.136030995	3.852527449	3.35923258	3.410412943	4.283318861	3.816069024	4.161218616	2.846766095
DNMT3A	1.268840149	1.471238834	1.959488697	1.579960228	1.234079047	1.817722057	1.727587221	2.224789921	2.1877236	1.408963084	1.902306365	2.082882112
DNMT3B	0.433540855	1.329114712	1.98369107	1.765762667	1.045348125	2.720707076	1.589730364	2.263318484	2.765667513	2.977541136	1.368681895	2.011098309
DNPEP	4.238207162	4.074235734	3.479891741	3.204644141	4.044180636	4.171385134	3.598334837	4.036665835	3.423294612	4.38705921	4.381222398	4.156972072
DNPH1	3.93871011	5.452966171	3.9819321	4.905281842	3.887806269	5.28999566	3.790488348	3.801078037	3.33603214	3.112615165	4.111449706	3.724195027
DNTTIP1	4.371822701	5.327496059	4.224300371	4.373627683	4.984765357	4.881951672	4.006885235	5.231788038	3.72013546	4.657187066	4.231894358	4.627406868
DNTTIP2	2.827836184	3.024653722	2.647352882	3.359943057	3.299754615	3.401338631	3.170270333	2.741172488	3.124445445	2.975776059	3.997056752	3.060041302
DOC2A	0.59714366	1.691252231	0.372369712	0.26003616	0.036399019	0.274415034	0.046266212	0.269233756	0.177428323	0.658497649	0.304524268	0.53197205
DOC2B	1.173784919	0.657440049	2.539480284	4.366085861	2.946670285	0.611428885	1.610806323	1.202671643	1.860433219	1.237969695	2.909083901	2.030686498
DOCK1	2.974759597	3.368675208	4.111225588	2.380337808	4.236497996	4.074590139	3.210939508	2.315789129	3.417185555	3.21518974	3.634068791	4.100093756
DOCK10	0.413050165	0.528287792	2.881323586	0.689605892	0.388617912	1.04901173	1.725356461	0.332941792	1.282827689	0.798686233	0.721219991	1.716492357
DOCK11	1.375876242	1.130976301	3.482014611	1.88926274	1.589799816	1.417064989	2.420711139	2.025674394	2.466471639	1.728529302	1.449185191	2.160620401
DOCK2	0.479342277	0.422436468	2.71846981	1.106634019	0.404632208	1.184379973	1.631257129	0.153580786	0.82412105	0.645706511	0.724742881	1.957945591
DOCK3	0.036965321	0.827519107	0.387234373	1.244222173	0.822858011	0.443844367	0.191592239	0.207421427	0.167996391	0.888012453	0.089702293	0.676830654
DOCK4	1.073226522	1.142046229	2.917421583	0.586591273	0.659878814	1.598260245	2.445884144	0.740836926	1.075103995	0.712725252	1.481102556	1.917435796
DOCK5	4.102005613	2.284552491	2.894327121	1.224735888	3.059931261	3.127786353	2.963503112	2.09310784	1.996690717	1.598648295	1.343811395	2.891179053
DOCK6	3.268904002	3.581235704	3.455672398	3.336479541	3.099699354	3.540273694	3.838807035	2.859245013	3.371225415	1.755552072	2.298776147	3.214992945
DOCK7	2.068065012	2.335290575	3.318805991	1.770797595	3.429637758	3.065842263	3.383136591	2.960205594	2.255593082	2.019152955	1.877567252	2.129251413
DOCK8	0.564845229	1.849397738	3.106481815	1.526571681	1.064127907	1.456056035	2.01688915	0.544580522	1.080400346	0.830659989	1.237125153	2.256471657
DOCK9	2.871809252	1.988948017	3.756436015	3.078310966	3.09842877	2.710562406	2.875255483	1.720739185	2.620093818	2.032202186	2.055432997	2.839414255
DOHH	3.080479436	3.213139129	2.687270754	3.742958611	2.538343444	3.154851484	2.616439151	2.877123828	2.877163338	3.423361732	2.061363626	2.607401705
DOK1	2.316636586	2.244450256	2.327253331	1.114727569	2.242945254	2.139344533	1.96892897	2.382933194	1.042268229	1.653186374	0.935711311	2.021586455
DOK2	0.632779493	0.970241893	2.813109943	0.83773966	0.525441487	1.519116508	2.691090706	0.559580936	1.753877923	1.874710753	1.34221893	1.835834687
DOK3	0.859737469	1.345916137	2.544589394	1.684895149	0.603475317	1.441949608	1.634154117	1.419546349	1.165551026	1.250086223	1.155176206	2.717601686
DOK4	4.064237142	3.593450233	3.203876476	2.346525843	4.79161936	4.590222436	2.655464491	3.442091475	2.136986343	1.818230693	2.184313107	4.558239297
DOK5	0.169483644	0.083225677	1.581049278	0.059046754	0.144161454	0.264303239	0.810607977	0.250795146	0.287380334	0.678278568	0.247228972	0.910242111
DOK6	0.105780436	0.096833578	1.134239553	0.033057708	0.122889367	0.245998105	0.702612052	0.037500905	0.102919099	0.116302038	0.061950938	0.36545916
DOK7	0.836035008	1.011914365	0.220931593	0.380024232	2.144525402	0.111568735	0.761160904	1.827562944	0.046999823	0.265458484	0.624651106	1.141427174
DOLK	3.225866135	3.299671765	2.988621186	3.371828406	2.679767079	3.356808812	2.644829794	3.380114226	3.624117027	3.179973487	4.000081678	3.228425887
